"CONTEXT", "ID", "TEXT"
"text:day_3","3rd","3"
"text:day_4","4th","4"
"text:day_5","5th","5"
"text:day_6","6th","6"
"text:day_7","7th","7"
"text:day_8","8th","8"
"text:day_9","9th","9"
"text:day_10","10th","10"
"text:day_11","11th","11"
"text:day_12","12th","12"
"text:day_13","13th","13"
"text:day_14","14th","14"
"text:day_15","15th","15"
"text:day_16","16th","16"
"text:day_17","17th","17"
"text:day_18","18th","18"
"text:day_19","19th","19"
"text:day_20","20th","20"
"text:day_21","21st","21"
"text:day_22","22nd","22"
"text:day_23","23rd","23"
"text:day_24","24th","24"
"text:day_25","25th","25"
"text:day_26","26th","26"
"text:day_27","27th","27"
"text:day_28","28th","28"
"text:day_29","29th","29"
"text:day_30","30th","30"
"text:day_31","31st","31"
"text:bulletin_default","Arstotzka
Ministry of Admission
Official Bulletin

Inspector,

$content

Glory to Arstotzka.","Arstotzka
Kementerian Imigrasi
Buletin Resmi

Inspektur,

$content

Hidup Arstotzka."
"text:bulletin_notice","Arstotzka
Ministry of Admission
Official Bulletin

NOTICE:

$content

Glory to Arstotzka.","Arstotzka
Kementerian Imigrasi
Buletin Resmi

PEMBERITAHUAN:

$content

Hidup Arstotzka."
"text:bulletin_endless","Arstotzka
Ministry of Admission
Official Bulletin

$style

$course

Glory to Arstotzka.","Arstotzka
Kementerian Imigrasi
Buletin Resmi

$style

$course

Hidup Arstotzka."
"bulletin:1A","Welcome to your new position at Grestin Border Checkpoint.

Stamp passport ENTRY VISA and return documents to entrant.

Entry is restricted to Arstotzkan citizens only.

Deny all foreigners.","Selamat atas posisis baru anda di Pos Perbatasan Grestin.

Beri stempel paspor VISA MASUK dan kembalikan dokumen ke pemohon.

Izin hanya diberikan kepada warga Arstotzka.

Tolak semua warga negara asing."
"bulletin:2A","From today, foreigners with a valid passport are permitted to enter.

Your booth's INSPECTION hardware is now installed.

Check all passport information carefully for discrepancies. Deny any entrant with inconsistent information.

Continued...[PAGESNOTE]","Mulai hari ini, warga asing dengan paspor valid diizinkan masuk.

Stan anda sudah dipasang alat INSPEKSI.

Cek semua informasi paspor dengan cermat untuk dilihat perbedaan. Tolak pemohon dengan informasi yang tidak konsisten.

Bersambung...[PAGESNOTE]"
"bulletin:2B","__________________________
INSPECT MODE

Enter INSPECT mode using the red button on your desk. While inspecting, highlight two pieces of discrepant information for further options.

__________________________
RULES &amp; REGULATIONS

This post is bound by Ministry of Admission rules and regulations. Study the rule book closely.","__________________________
MODE INSPEKSI

Gunakan mode INSPEKSI menggunakan tombol merah di meja anda. Ketika inspeksi, tandai dua bagian informasi berbeda untuk menggunakan opsi seterusnya.

__________________________
ATURAN &amp; REGULASI

Isi Buletin ini menyatu oleh aturan dan regulasi Kementerian Imigrasi. Pelajari buku aturan dengan cermat."
"bulletin:3A","Entry for non-citizens is now regulated. 

All foreigners require a valid ENTRY TICKET.

Verify information before stamping passport ENTRY VISA and returning all documents to entrant. [PAGESNOTE]","Izin untuk bukan warga lokal telah diatur. 

Semua warga asing harus mempunyai TIKET MASUK yang valid.

Cek informasi sebelum memberikan stempel paspor VISA MASUK dan mengembalikan semua dokumen ke pemohon. [PAGESNOTE]"
"bulletin:4A","Stricter credential requirements have been instituted.

Arstotzkan citizens must show their ID CARD.

Foreigners must secure and present a valid ENTRY PERMIT.

Entry tickets are no longer sufficient.

Continued...","Syarat dokumen yang lebih ketat telah diterapkan.

Penduduk Arstotzka harus menunjukkan KARTU IDENTITAS.

Warga asing harus aman dan menunjukkan IZIN MASUK yang valid.

Tiket masuk sudah tidak diperlukan lagi.

Bersambung..."
"bulletin:4B","A new chapter detailing document features has been added to your rulebook.

Check all information thoroughly.

Deny any applicant with discrepant documents.

Refer to the AUDIO TRANSCRIPT to correlate entrant's statements.","Bab baru yang menjelaskan fitur dokumen telah ditambahkan ke buku aturan anda.

Cek semua informasi secara menyeluruh.

Tolak semua pemohon dengan dokumen yang berbeda.

Rujuk ke TRANSKRIP SUARA untuk menghubungkan pernyataan pemohon."
"bulletin:5A","You are now authorized to detain suspicious individuals.

Interrogate discrepancies to enable detention option.","Anda diizinkan untuk menahan orang yang mencurigakan.

Interogasi perbedaan untuk mengaktifkan opsi penahanan."
"bulletin:6A","The Ministry of Labor has instituted a special program to control immigrant labor.

Travelers entering for work require a valid WORK PASS.","Kementerian Tenaga Kerja telah menginstruksikan program spesial untuk mengontrol tenaga kerja imigran.

Pendatang yang datang untuk bekerja harus memiliki IZIN KERJA yang valid."
"bulletin:7A","To facilitate more thorough inspections, a SEARCH scanner system has been installed in your booth.

Kolechian extremists are suspected in yesterday's bombing. 

Search all Kolechians before approving their entry.","Untuk memfasilitasi inspeksi menyeluruh, sebuah alat PENCARI telah dipasang di stan anda.

Ledakan bom yang terjadi kemarin diduga dilakukan oleh ekstemis Kolechia. 

Cari semua warga Kolechia sebelum memberi stempel."
"bulletin:8A","The Kolechians have filed a formal complaint. 

A diplomat will arrive today for high-level discussions.

Automatic searches of Kolechian citizens are no longer authorized.

Continued...[PAGESNOTE]","Kolechia telah melayangkan komplain resmi. 

Diplomat akan datang hari ini untuk diskusi tingkat tinggi.

Pencarian otomatis ke warga Kolechia tidak diperlukan kembali.

Bersambung...[PAGESNOTE]"
"bulletin:8B","__________________________
DIPLOMATS

Diplomats require only a PASSPORT and valid DIPLOMATIC AUTHORIZATION to enter. 

Refer to the rulebook for updated document information.","__________________________
DIPLOMAT

Diplomat hanya membutuhkan PASPOR dan OTORISASI DIPLOMATIK yang valid untuk masuk. 

Rujuk kepada buku aturan untuk informasi dokumen terbaru."
"bulletin:9A","An undercover agent of the Ministry of Information has been compromised.

The Ministry of Admission has offered its services as liaison. Expect a possible drop later today.","Agen rahasia dari Kementerian Informasi telah dibongkar.

Kementerian Imigrasi telah menawarkan layanannya sebagai hubungan. Tunggu kedatangannya di hari ini."
"bulletin:10A","The divisional authority of East Grestin operations will visit today.

Maintain your best behavior.","Pejabat Divisi dari operasi Grestin Timur akan datang hari ini.

Jaga sikap baik anda."
"bulletin:11A","A break-in at M.O.A. offices may have compromised our document sealing plates.

Nothing important was stolen but intelligence suggests counterfeiters have already begun forging official Arstotzkan documents.

Continued...","Perampokan yang terjadi di kantor Kementerian Imgrasi telah membocorkan stempel dokumen.

Tidak ada benda dicuri yang penting tapi intelijen menduga pemalsu telah mulai memalsukan dokumen resmi Arstotzka.

Bersambung..."
"bulletin:11B","__________________________
FORGERIES

Double-check that required documents contain valid seals. 

Correlate missing or wrong seals against the appropriate entries in the DOCUMENTS chapter of your rulebook.","__________________________
PEMALSUAN

Cek kembali kalau dokumen yang diperlukan mempunyai stempel resmi. 

Hubungkan stempel yang hilang atau salah dengan data yang sesuai di bab DOKUMEN di buku aturan anda."
"bulletin:13A","The new director is unsatisfied with the level of scrutiny afforded to foreigners.

From today forward, all foreign entrants must present a recent IDENTITY SUPPLEMENT listing weight, height, and appearance.

The rulebook DOCUMENTS chapter has been updated.","Direktur baru tidak senang dengan tingkat keamanan yang dilakukan ke warga asing.

Mulai hari ini dan seterusnya semua warga asing yang masuk harus menunjukkan IDENTITAS TAMBAHAN yang mencantumkan berat badan, tinggi badan, dan penampilan fisik.

Bab DOKUMEN di buku aturan telah diperbarui."
"bulletin:14A","The Ministry of Justice has requested our support.

Daily bulletins will now contain a listing of the top 3 most wanted international criminals.

Check faces against entrants and detain suspects immediately.[PAGESNOTE]","Kementerian Peradilan telah meminta bantuan kita.

Buletin harian akan mencantumkan.

Cek muka di foto dengan pemohon dan langsung tahan tersangka.[PAGESNOTE]"
"bulletin:16A","The Ministry of Justice has appropriated the outer guard detail. 

You are now responsible for controlling trespasser activity.

The provided key can be used to unlock the tranquilizer gun once an alarm has been raised.

Continued...[PAGESNOTE]","Kementerian peradilan telah memberikan saran pertahanan yang tepat. 

Sekarang anda bertanggung jawab atas aktivitas pelanggar batas.

Kunci ini dapat digunakan untuk membuka senjata pembius.

Selanjutnya...[PAGESNOTE]"
"bulletin:16B","__________________________
COMPENSATION

You will receive a bonus for stopping any trespasser. A smaller bonus is provided for firing on, but missing, your target.

__________________________
WEAPONS PROTOCOL

Review instructional diagram on following page.","__________________________
KOMPENSASI

Anda akan mendapat bonus uang untuk menghentikan semua pelanggar batas. Bonus lebih kecil diberikan untuk menembak tapi tidak mengenai target.

__________________________
PROTOKOL SENJATA

Lihat instruksi diagram di halaman berikut."
"bulletin:18A","Unfavorable international press has affected immigration protocol.

All denials must be accompanied by a REASON FOR DENIAL stamp.

A new computer inking system has been installed. Interrogate discrepancies to prime the REASON FOR DENIAL stamp.

Continued...","Pers Internasional yang tidak senang telah mempengaruhi protokol imigrasi.

Semua penolakan harus disertai dengan stempel ALASAN TOLAK.

Sistem tinta komputer baru telah dipasang. Interogasi perbedaan untuk menggunakan stempel ALASAN TOLAK.

Selanjutnya..."
"bulletin:18B","__________________________
DENIAL PROTOCOL

REASON FOR DENIAL stamp is activated on first interrogation.

When denying entry, stamp both DENIED and REASON FOR DENIAL on passport.

If applicant clarifies discrepancies sufficiently, approval is authorized even while REASON FOR DENIAL stamp remains available.","__________________________
PROTOKOL PENOLAKAN

Stempel ALASAN TOLAK telah aktif di interogasi pertama.

Ketika menolak izin masuk, stempel TOLAK dan ALASAN TOLAK sekaligus di paspor.

Jika pemohon mengklarifikasikan perbedaan dengan tepat, maka izin diberikan tetapi stempel ALASAN TOLAK harus tetap ada."
"bulletin:19A","Impor rejects all imported goods from Arstotzka.

Under request from the Ministry of Trade, the Ministry of Admission will react to this violation.

Deny all travelers from Impor.","Impor menolak semua barang import dari Arstotzka.

Dibawah permintaan Kementerian Perdagangan, Kementrian Imigrasi akan bereaksi terhadap larangan ini.

Tolak semua wisatawan dari Impor."
"bulletin:20A","Impor has relented on their faulty policy.

Imporians are now permitted entry.

The divisional authority of East Grestin operations will visit again today.","Impor melunak oleh aturannya yang salah.

Warga Impor boleh diizinkan masuk.

Pejabat Divisi dari operasi Grestin Timur akan datang lagi hari ini."
"bulletin:21A","A special program for political asylum has been established.

Those seeking asylum must carry a valid GRANT OF ASYLUM.

Entrants with such a grant do not require an ENTRY PERMIT or an ID SUPPLEMENT.","Program spesial untuk suaka politik telah diluncurkan.

Orang yang mencari suaka harus membawa IZIN SUAKA yang valid.

Pemohon dengan izin tersebut tidak memerlukan IZIN MASUK ataupun IDENTITAS TAMBAHAN."
"bulletin:23A","Your position is important and your responsibilities are broad.

Follow all protocols strictly.","Posisi anda penting dan tanggung jawab anda besar.

Ikuti semua protokol dengan ketat."
"bulletin:24A","Recent events have cast suspicion on the activities of Arstotzkan citizens in the ALTAN district.

The Ministry of Information has requested our cooperation.

A special drawer for confiscating documents has been installed in your booth.

Continued...","Kejadian belakangan ini memunculkan kecurigaan aktivitas warga Arstotzka di distrik ALTAN.

Kementerian Informasi telah meminta kerjasama dari kita.

Tempat khusus untuk menyita dokumen telah dipasang di stan anda.

Selanjutnya..."
"bulletin:24B","The rulebook has been updated with information regarding confiscation policy.

Confiscate all Arstotzkan passports from residents living in ALTAN district.

Travelers may still be granted entry if passport is confiscated and no other rules are violated.

PASSPORT SEIZURE slips will be issued to allow entry or denial without a passport.","Buku aturan telah diperbarui dengan informasi mengenai aturan penyitaan.

Sita semua paspor Arstotzka dari warga yang tinggal di distrik ALTAN.

Wisatawan masih dibolehkan masuk jika paspornya disita dan tidak ada aturan lain yang dilanggar.

Slip PENYITAAN PASPOR akan diterbitkan untuk menyetujui atau menolak izin tanpa paspor."
"bulletin:25A","United Federation citizens present a risk of spreading infectious disease.

Deny all entrants from United Federation.

Continue to confiscate Arstotzkan passports from residents living in ALTAN district.","Warga Federasi Serikat menunjukkan resiko penyebaran penyakit infeksi.

Tolak semua pendatang dari Federasi Serikat.

Lanjutkan untuk menyita semua paspor Arstotzka dari warga yang tinggal di distrik ALTAN."
"bulletin:26A","The risk of disease is too great. A new protocol has been instituted.

All entrants must carry a valid CERTIFICATE OF VACCINATION with an up-to-date POLIO vaccine.

This requirement extends to natives, foreigners, diplomats, and asylum seekers.

Continued...","Resiko penyakit itu terlalu tinggi. Protokol baru telah diberikan.

Semua pemohon harus membawa SERTIFIKAT VAKSIN yang valid dengan vaksin POLIO yang terbaru.

Syarat ini berlaku untuk warga lokal, pendatang, diplomat, dan pencari suaka.

Selanjutnya..."
"bulletin:26B","United Federation citizens are permitted entry with such certification.

Continue to confiscate Arstotzkan passports from residents living in ALTAN district.","Warga Federasi Serikat dibolehkan masuk dengan sertifikat tersebut.

Lanjutkan untuk menyita semua paspor Arstotzka dari warga yang tinggal di distrik ALTAN."
"bulletin:27A","In order to improve efficiency, the ENTRY PERMIT and ID SUPPLEMENT have been consolidated into a single ACCESS PERMIT.

Foreigners are now required to present a valid ACCESS PERMIT.

Continued...","Untuk menambah efektivitas, IZIN MASUK dan IDENTITAS TAMBAHAN telah digabungkan menjadi satu IZIN AKSES.

Warga asing harus menunjukkan IZIN AKSES yang valid.

Selanjutnya..."
"bulletin:27B","Yesterday's coordinated attack has prompted an emergency meeting. 

An important Kolechian negotiator will arrive today to discuss issues at this checkpoint.

Continue to confiscate Arstotzkan passports from residents living in ALTAN district.","Serangan Berencana kemarin telah menimbulkan pertemuan darurat. 

Negosiator penting dari Kolechia akan datang hari ini untuk mendiskusikan masalah di pos ini.

Lanjutkan untuk menyita semua paspor Arstotzka dari warga yang tinggal di distrik ALTAN."
"bulletin:28A","In response to continued attacks, the Ministry of Information is expanding the passport confiscation program.

Confiscate all Arstotzkan passports from native entrants.

There are no exceptions.

Do not confiscate foreign passports.","Merespon dari serangan berlanjut, Kementerian Informasi telah mengembangkan program penyitaan paspor.

Sita semua paspor Arstotzka dari warga lokal.

Tanpa kecuali.

Jangan sita paspor dari warga asing."
"bulletin:29A","[NOTICE] All government workers are subject to a thorough information audit. Involvement with unauthorized groups is grounds for immediate arrest.

Your audit is scheduled for: DECEMBER 24

DO NOT LEAVE YOUR DESIGNATED REGION.

Continued...","[NOTICE] Semua karyawan pemerintah akan dilakukan informasi audit menyeluruh. Keterlibatan dengan grup yang tidak sah akan langsung dipenjara.

Audit anda dijadwalkan pada:
24 DESEMBER

JANGAN MENINGGALKAN TEMPAT TINGGAL ANDA.

Selanjutnya..."
"bulletin:29B","Continue to confiscate all Arstotzkan passports from native entrants.","Lanjutkan untuk menyita semua paspor Arstotzka dari warga lokal."
"bulletin:30A","[NOTICE] All government workers are subject to a thorough information audit. Involvement with unauthorized groups is grounds for immediate arrest.

Your audit is scheduled for: DECEMBER 24

DO NOT LEAVE YOUR DESIGNATED REGION.

Continued...","[NOTICE] Semua karyawan pemerintah akan dilakukan informasi audit menyeluruh. Keterlibatan dengan grup yang tidak sah akan langsung dipenjara.

Audit anda dijadwalkan pada:
24 DESEMBER

JANGAN MENINGGALKAN TEMPAT TINGGAL ANDA.

Selanjutnya..."
"bulletin:30B","Continue to confiscate all Arstotzkan passports from native entrants.","Lanjutkan untuk menyita semua paspor Arstotzka dari warga lokal."
"bulletin:31A","The Ministry of Admission is involved in discussions regarding the closure of this checkpoint.

Until a decision is made, maintain your duties as ordered.

Continued...","Kementerian Imigrasi terlibat dalam diskusi tentang penutupan pos ini.

Sampai keputusan dibuat, lakukan pekerjaan anda sesuai aturan.

Selanjutnya..."
"bulletin:31B","You are scheduled for an information audit tomorrow morning.

DO NOT LEAVE YOUR DESIGNATED REGION.

Continue to confiscate all Arstotzkan passports from native entrants.","Anda dijadwalkan untuk audit informasi besok pagi.

JANGAN MENINGGALKAN TEMPAT TINGGAL ANDA.

Lanjutkan untuk menyita semua paspor Arstotzka dari warga lokal."
"facts","$paper: Invalid $fact","$paper: $fact Tidak Valid"
"facts","Missing $paper","$paper Tidak ada"
"facts","$0 DISTRICT","DISTRIK $0"
"facts","Presence","Kehadiran"
"facts","Sufficience","Kecukupan"
"facts","Excellence","Keunggulan"
"facts","Obristan","Obristan"
"facts","Antegria","Antegria"
"facts","Republia","Republia"
"facts","UnitedFed","Fed. Serikat"
"facts","Impor","Impor"
"facts","Kolechia","Kolechia"
"facts","Arstotzka","Arstotzka"
"facts","Skal","Skal"
"facts","Lorndaz","Lorndaz"
"facts","Mergerous","Mergerous"
"facts","St. Marmero","St. Marmero"
"facts","Glorian","Glorian"
"facts","Outer Grouse","Grouse Luar"
"facts","True Glorian","True Glorian"
"facts","Lesrenadi","Lesrenadi"
"facts","Bostan","Bostan"
"facts","Great Rapid","Great Rapid"
"facts","Shingleton","Shingleton"
"facts","Korista City","Kota Korista"
"facts","Enkyo","Enkyo"
"facts","Haihan","Haihan"
"facts","Tsunkeido","Tsunkeido"
"facts","Yurko City","Kota Yurko"
"facts","Vedor","Vedor"
"facts","West Grestin","Grestin Barat"
"facts","Orvech Vonor","Orvech Vonor"
"facts","East Grestin","Grestin Timur"
"facts","Paradizna","Paradizna"
"facts","Passport","Paspor"
"facts","Entry Ticket","Tiket Masuk"
"facts","Entry Permit","Izin Masuk"
"facts","Work Pass","Izin Kerja"
"facts","Id Card","Kartu Identitas"
"facts","Id Supplement","Identitas Tambahan"
"facts","Access Permit","Izin Akses"
"facts","Diplomatic Auth","Otorisasi Diplomat"
"facts","Asylum Grant","Izin Suaka"
"facts","Vaccine Cert","Sert. Vaksin"
"facts","Identity Record","Catatan Identitas"
"facts","Fingerprints","Sidik Jari"
"facts","Name","Nama"
"facts","Id Number","Nomor ID"
"facts","Expiration Date","Tanggal Kadaluwarsa"
"facts","Issuing City","Kota Penerbitan"
"facts","Birth Date","Tanggal Lahir"
"facts","Alias","Alias"
"facts","Height","Tinggi"
"facts","Weight","Berat"
"facts","Description","Deskripsi"
"facts","Thumbprint","Sidik Jempol"
"facts","Date","Tanggal"
"facts","Purpose","Tujuan"
"facts","Duration","Durasi"
"facts","Face","Wajah"
"facts","District","Distrik"
"facts","Gender","Jenis Kelamin"
"facts","Work End Date","Masa Akhir Kerja"
"facts","Altan","Altan"
"facts","Vescillo","Vescillo"
"facts","Burnton","Burnton"
"facts","Octovalis","Octovalis"
"facts","Gennistora","Gennistora"
"facts","Lendiforma","Lendiforma"
"facts","Wozenfield","Wozenfield"
"facts","Fardesto","Fardesto"
"facts","DENTISTRY","DOKTER GIGI"
"facts","HEALTH-CARE","KESEHATAN"
"facts","GENERAL-LABOR","TENAGA KERJA UMUM"
"facts","ENGINEERING","INSINYUR"
"facts","SPORTS","OLAHRAGA"
"facts","ARCHITECTURE","ARSITEKTUR"
"facts","FOOD-SERVICE","LAYANAN MAKANAN"
"facts","AVIATION","AVIASI"
"facts","ACCOUNTING","AKUNTAN"
"facts","FISHING","MEMANCING"
"facts","DRAFTING","MENGGAMBAR"
"facts","RESEARCH","RISET"
"facts","FINE-ARTS","SENI INDAH"
"facts","AGRICULTURE","PERTANIAN"
"facts","MANUFACTURING","MANUFAKTUR"
"facts","CONSTRUCTION","KONSTRUKSI BANGUNAN"
"facts","SURVEYING","SURVEYOR"
"facts","STATISTICS","STATISTIK"
"facts","POLIO","POLIO"
"facts","HPV","HPV"
"facts","COWPOX","CACARSAPI"
"facts","TETANUS","TETANUS"
"facts","YEL.FEV.","DEM.KUNING"
"facts","CHOLERA","KOLERA"
"facts","RUBELLA","RUBELA"
"facts","HEP-B","HEP-B"
"facts","MEASLES","CAMPAK"
"facts","TUBERC.","TUBERKU."
"facts","2 DAYS","2 HARI"
"facts","14 DAYS","14 HARI"
"facts","1 MONTH","1 BULAN"
"facts","2 MONTHS","2 BULAN"
"facts","3 MONTHS","3 BULAN"
"facts","6 MONTHS","6 BULAN"
"facts","1 YEAR","1 TAHUN"
"facts","FOREVER","SELAMANYA"
"facts","visit","berkunjung"
"facts","transit","transit"
"facts","work","kerja"
"facts","immigrate","imigrasi"
"facts","Possible Smuggler Admitted","Dugaan Penyelinap dibolehkan masuk"
"facts","Missing documents","Dokumen Hilang"
"facts","Wanted criminal admitted","Buronan dibolehkan masuk"
"facts","Incorrect purpose response","Respon Tujuan yang Tidak Benar"
"facts","Incorrect visit duration response","Respon Durasi Kunjungan yang Tidak Benar"
"facts","Passport: Non-matching photo","Paspor: Foto tidak sama"
"facts","Forged Entry Permit","Izin Masuk yang Dipalsukan"
"facts","Forged Work Pass","Izin Kerja yang Dipalsukan"
"facts","Id Card: Non-matching photo","Kartu ID: Foto tidak sama"
"facts","Forged Access Permit","Izin Akses yang Dipalsukan"
"facts","No Diplomatic Access to Arstotzka","Tidak ada Akses Diplomatik ke Arstotzka"
"facts","Forged Diplomatic Auth","Otorisasi Diplomatik yang Dipalsukan"
"facts","Forged Asylum Grant Seal","Stempel Izin Suaka yang Dipalsukan"
"facts","Necessary vaccine expired","Vaksin yang diperlukan kadaluwarsa"
"facts","Missing necessary vaccine","Vaksin yang dibutuhkan tidak ada"
"facts","Name does not match record","Nama tidak sesuai catatan"
"facts","Alias does not match record","Alias tidak sesuai catatan"
"facts","Fingerprints do not match record","Sidik Jari tidak sesuai catatan"
"facts","Cobrastan is not a real country","Kobrastan bukan negara sungguhan"
"facts","No entry from Antegria","Antegria dilarang masuk"
"facts","No entry from Arstotzka","Arstotzka dilarang masuk"
"facts","No entry from Republia","Republia dilarang masuk"
"facts","No entry from United Fed","Federasi Serikat dilarang masuk"
"facts","No entry from Obristan","Obristan dilarang masuk"
"facts","No entry from Impor","Impor dilarang masuk"
"facts","No entry from Kolechia","Kolechia dilarang masuk"
"facts","Possible Terrorist Admitted","Dugaan Teroris dibolehkan masuk"
"facts","Entrant Holds Conflicting Passports","Pemohon membawa Paspor Berbeda"
"facts","Entrant must have a passport","Semua yang masuk harus punya paspor"
"facts","Foreigners require an entry permit","Warga asing harus punya Izin Masuk"
"facts","Foreigners require an entry ticket","Warga asing harus punya Tiket Masuk"
"facts","All documents must be current","Semua dokumen harus masih berlaku"
"facts","Workers must have a work pass","Pekerja harus punya Izin Kerja"
"facts","Citizens must have an id card","Penduduk lokal harus punya kartu identitas"
"facts","Foreigners require an id supplement","Warga asing harus punya id. tambahan"
"facts","Arstotzkan citizens only","Hanya penduduk Arstotzka"
"facts","No entry from United Federation","Federasi Serikat dilarang masuk"
"facts","No weapons or contraband","Dilarang ada senjata atau selundupan"
"facts","All Kolechians must be searched","Semua warga Kolechia harus digeledah"
"facts","Diplomats require authorization","Diplomat harus punya otorisasi"
"facts","Entrant must have polio vaccine cert","Pemohon harus punya sertifikat vaksin"
"facts","Asylum seekers must have a grant","Pencari suaka harus punya izin suaka"
"facts","Foreigners require an access permit","Warga asing harus punya izin akses"
"facts","CONFISCATE ARSTOTZKAN PASSPORTS BELONGING TO ALTAN RESIDENTS.","SITA PASPOR ARSTOTZKA DARI PENDUDUK ALTAN."
"facts","CONFISCATE ALL ARSTOTZKAN PASSPORTS. NO EXCEPTIONS.","SITA SEMUA PASPOR ARSTOTZKA TANPA KECUALI."
"facts","Passport not confiscated","Paspor yang tidak disita"
"paper:SecondPassport","West Grestin","Grestin Barat"
"paper:Rules","Basic Rules","Aturan Dasar"
"paper:Rules","Regional Map","Peta Regional"
"paper:Rules","Booth Info","Info Stan"
"paper:Rules","Documents","Dokumen"
"paper:Rules","Confiscation","Penyitaan"
"paper:Rules","Obristan","Obristan"
"paper:Rules","Antegria","Antegria"
"paper:Rules","Republia","Republia"
"paper:Rules","United","Federasi"
"paper:Rules","Federation","Serikat"
"paper:Rules","Impor","Impor"
"paper:Rules","Kolechia","Kolechia"
"paper:Rules","Arstotzka","Arstotzka"
"paper:Rules","ANTEGRIA","ANTEGRIA"
"paper:Rules","ARSTOTZKA","ARSTOTZKA"
"paper:Rules","IMPOR","IMPOR"
"paper:Rules","KOLECHIA","KOLECHIA"
"paper:Rules","OBRISTAN","OBRISTAN"
"paper:Rules","REPUBLIA","REPUBLIA"
"paper:Rules","UNITED FED.","FED. SERIKAT"
"paper:Rules","Id Card (Native)","Kartu Id (warga lokal)"
"paper:Rules","Entry Permit","Izin Masuk"
"paper:Rules","Id Supplement","Identitas Tambahan"
"paper:Rules","Access Permit","Izin Akses"
"paper:Rules","Work Pass","Izin Kerja"
"paper:Rules","Diplomatic Auth.","Otorisasi Diplomatik"
"paper:Rules","Grant of Asylum","Izin Suaka"
"paper:Rules","Vaccine Cert.","Sert. Vaksin"
"intro","Congratulations.","Selamat."
"intro","The October labor lottery is complete. Your name was pulled.","Undian Buruh Oktober telah selesai. Nama anda telah diambil."
"intro","For immediate placement, report to the Ministry of Admission at Grestin Border Checkpoint.","Untuk penempatan langsung, lapor ke Kementerian Imigrasi di Pos Perbatasan Grestin."
"intro","An apartment will be provided for you and your family in East Grestin. Expect a Class-8 dwelling.","Sebuah apartemen akan disediakan untuk anda dan keluarga anda. Anda bisa tinggal di Kelas-8."
"intro","Glory to Arstotzka.","Hidup Arstotzka."
"end:in-debt","Arstotzka has zero tolerance for delinquency.","Arstotzka tidak mempunyai toleransi untuk kejahatan."
"end:in-debt","Your family will be sent back to their village.","Keluarga anda akan dikembalikan ke kampung mereka."
"end:in-debt","You are under arrest until your debts are repaid.","Anda ditahan sampai hutang anda dibayar."
"end:in-debt","A replacement inspector will be found easily.","Inspektur pengganti akan ditemukan dengan mudah."
"end:in-debt","Glory to Arstotzka.","Hidup Arstotzka."
"end:family-dead","Your entire family is gone.","Semua anggota keluarga anda telah meninggal."
"end:family-dead","The Ministry Of Labor focuses on Arstotzka's future growth.","Kementerian Tenaga Kerja berfokus kepada pertumbuhan masa depan Arstotzka."
"end:family-dead","Workers are expected to support large healthy families.","Pekerja diharapkan membantu keluarga yang sehat."
"end:family-dead","Your position will be filled by someone more appropriate.","Posisi anda akan digantikan oleh seseorang yang lebih tepat."
"end:family-dead","Glory to Arstotzka.","Hidup Arstotzka."
"end:turned-over-ezic-docs","You are under arrest for associating with suspicious groups.","Anda ditahan karena bekerja sama dengan grup yang mencurigakan."
"end:turned-over-ezic-docs","The Ministry of Information will perform a full audit of your recent activities.","Kementerian Informasi akan melakukan audit penuh terhadap aktivitas anda baru-baru ini."
"end:turned-over-ezic-docs","Glory to Arstotzka.","Hidup Arstotzka."
"end:caught-with-ezic-money","The Ministry of Income has discovered an anomaly in your earnings.","Kementerian Pendapatan telah menemukan anomali di pendapatan anda."
"end:caught-with-ezic-money","You are under arrest pending a full audit of your recent activities.","Anda ditahan sambil menunggu audit penuh dari aktivitas anda baru-baru ini."
"end:caught-with-ezic-money","Your family will likewise be held for questioning.","Keluarga anda juga akan ditanya."
"end:caught-with-ezic-money","The border will remain open under a replacement inspector.","Perbatasan akan tetap dibuka di bawah inspektur pengganti."
"end:caught-with-ezic-money","Glory to Arstotzka.","Hidup Arstotzka."
"end:killed-innocent","You are under arrest for the murder of an innocent.","Anda ditahan karena membunuh orang tak bersalah."
"end:killed-innocent","The penalty is death.","Anda mendapat vonis hukuman mati."
"end:killed-innocent","Your family will be questioned about their involvement.","Keluarga anda akan ditanya tentang keterlibatan mereka."
"end:killed-innocent","The border will remain open under a replacement inspector.","Perbatasan akan tetap dibuka di bawah inspektur pengganti."
"end:killed-innocent","Glory to Arstotzka.","Hidup Arstotzka."
"end:tranqed-innocent","You are under arrest for attacking an innocent.","Anda ditahan karena menyerang orang tak bersalah."
"end:tranqed-innocent","The penalty is forced labor.","Anda mendapat hukuman kerja paksa."
"end:tranqed-innocent","Your family will be questioned about their involvement.","Keluarga anda akan ditanya tentang keterlibatan mereka."
"end:tranqed-innocent","The border will remain open under a replacement inspector.","Perbatasan akan tetap dibuka di bawah inspektur pengganti."
"end:tranqed-innocent","Glory to Arstotzka.","Hidup Arstotzka."
"end:killed-guard","You are under arrest for the murder of an Arstotzkan official.","Anda ditahan karena membunuh petugas resmi Arstotzka."
"end:killed-guard","The penalty is death.","Anda mendapat vonis hukuman mati."
"end:killed-guard","Your family will be questioned about their involvement.","Keluarga anda akan ditanya tentang keterlibatan mereka."
